policy_id,driver_age,vehicle_age,vehicle_type,vehicle_make,past_claims,accident_type,region,claim_severity,age_group,vehicle_age_group,claims_category,risky_combo,experience_ratio,claims_per_year,high_value_vehicle,urban_sports,age_accident_severity,vehicle_profile,driver_risk_score,high_claim_history,poly_driver_age^2,poly_driver_age vehicle_age,poly_driver_age past_claims,poly_vehicle_age^2,poly_vehicle_age past_claims,poly_past_claims^2,log_vehicle_age,log_past_claims,log_driver_age,sqrt_vehicle_age,sqrt_driver_age,inv_vehicle_age,inv_driver_age
900,27,4,Truck,Regular,1,Minor,Suburban,4399.082970349832,young_adult,recent,no_claims,0,5.4,0.1,0,0,young_adult_Minor,Truck_Regular,0,0,729.0,108.0,27.0,16.0,4.0,1.0,1.6094379124341003,0.6931471805599453,3.332204510175204,2.0,5.196152422706632,0.2,0.03571428571428571
281,41,5,Sedan,High-end,0,Minor,Urban,4731.40498628088,mature,recent,no_claims,0,6.833333333333333,0.0,1,0,mature_Minor,Sedan_High-end,0,0,1681.0,205.0,0.0,25.0,0.0,0.0,1.791759469228055,0.0,3.7376696182833684,2.23606797749979,6.4031242374328485,0.16666666666666666,0.023809523809523808
884,55,3,Truck,High-end,0,Moderate,Urban,11973.854275378284,experienced,brand_new,no_claims,0,13.75,0.0,1,0,experienced_Moderate,Truck_High-end,0,0,3025.0,165.0,0.0,9.0,0.0,0.0,1.3862943611198906,0.0,4.02535169073515,1.7320508075688772,7.416198487095663,0.25,0.017857142857142856
762,41,7,SUV,High-end,1,Moderate,Suburban,12285.467147833962,mature,recent,no_claims,0,5.125,0.041666666666666664,1,0,mature_Moderate,SUV_High-end,0,0,1681.0,287.0,41.0,49.0,7.0,1.0,2.0794415416798357,0.6931471805599453,3.7376696182833684,2.6457513110645907,6.4031242374328485,0.125,0.023809523809523808
320,38,4,Sports,High-end,0,Minor,Urban,8401.873380721012,mature,recent,no_claims,0,7.6,0.0,1,1,mature_Minor,Sports_High-end,0,0,1444.0,152.0,0.0,16.0,0.0,0.0,1.6094379124341003,0.0,3.6635616461296463,2.0,6.164414002968976,0.2,0.02564102564102564
550,30,8,Sedan,Regular,1,Minor,Suburban,3517.4206201501256,young_adult,aging,no_claims,0,3.3333333333333335,0.07692307692307693,0,0,young_adult_Minor,Sedan_Regular,0,0,900.0,240.0,30.0,64.0,8.0,1.0,2.1972245773362196,0.6931471805599453,3.4339872044851463,2.8284271247461903,5.477225575051661,0.1111111111111111,0.03225806451612903
175,44,2,Sedan,High-end,0,Minor,Suburban,4659.207862374675,mature,brand_new,no_claims,0,14.666666666666666,0.0,1,0,mature_Minor,Sedan_High-end,0,0,1936.0,88.0,0.0,4.0,0.0,0.0,1.0986122886681098,0.0,3.8066624897703196,1.4142135623730951,6.6332495807108,0.3333333333333333,0.022222222222222223
372,47,10,Truck,High-end,2,Minor,Urban,11508.45780566655,mature,aging,few_claims,0,4.2727272727272725,0.06666666666666667,1,0,mature_Minor,Truck_High-end,2,1,2209.0,470.0,94.0,100.0,20.0,4.0,2.3978952727983707,1.0986122886681098,3.871201010907891,3.1622776601683795,6.855654600401044,0.09090909090909091,0.020833333333333332
528,40,9,Sports,Regular,0,Severe,Suburban,20480.534733987188,mature,aging,no_claims,0,4.0,0.0,1,0,mature_Severe,Sports_Regular,0,0,1600.0,360.0,0.0,81.0,0.0,0.0,2.302585092994046,0.0,3.713572066704308,3.0,6.324555320336759,0.1,0.024390243902439025
211,48,1,Truck,Regular,1,Moderate,Rural,6596.744335510327,mature,brand_new,no_claims,0,24.0,0.03225806451612903,0,0,mature_Moderate,Truck_Regular,0,0,2304.0,48.0,48.0,1.0,1.0,1.0,0.6931471805599453,0.6931471805599453,3.8918202981106265,1.0,6.928203230275509,0.5,0.02040816326530612
236,49,9,Sedan,Regular,0,Minor,Suburban,4063.4126994966455,mature,aging,no_claims,0,4.9,0.0,0,0,mature_Minor,Sedan_Regular,0,0,2401.0,441.0,0.0,81.0,0.0,0.0,2.302585092994046,0.0,3.912023005428146,3.0,7.0,0.1,0.02
102,33,0,SUV,Regular,0,Moderate,Suburban,6069.337161715348,young_adult,brand_new,no_claims,0,33.0,0.0,0,0,young_adult_Moderate,SUV_Regular,0,0,1089.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5263605246161616,0.0,5.744562646538029,1.0,0.029411764705882353
987,62,7,SUV,High-end,0,Moderate,Suburban,12407.37310641735,experienced,recent,no_claims,0,7.75,0.0,1,0,experienced_Moderate,SUV_High-end,0,0,3844.0,434.0,0.0,49.0,0.0,0.0,2.0794415416798357,0.0,4.143134726391533,2.6457513110645907,7.874007874011811,0.125,0.015873015873015872
903,40,8,Truck,High-end,0,Minor,Suburban,7753.090610991081,mature,aging,no_claims,0,4.444444444444445,0.0,1,0,mature_Minor,Truck_High-end,0,0,1600.0,320.0,0.0,64.0,0.0,0.0,2.1972245773362196,0.0,3.713572066704308,2.8284271247461903,6.324555320336759,0.1111111111111111,0.024390243902439025
948,29,4,Sedan,Regular,0,Moderate,Urban,7155.726680155352,young_adult,recent,no_claims,0,5.8,0.0,0,0,young_adult_Moderate,Sedan_Regular,0,0,841.0,116.0,0.0,16.0,0.0,0.0,1.6094379124341003,0.0,3.4011973816621555,2.0,5.385164807134504,0.2,0.03333333333333333
347,18,0,Sedan,Regular,0,Moderate,Suburban,5613.456040056552,teen_young,brand_new,no_claims,0,18.0,0.0,0,0,teen_young_Moderate,Sedan_Regular,3,0,324.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9444389791664403,0.0,4.242640687119285,1.0,0.05263157894736842
140,21,7,Sedan,Regular,0,Minor,Suburban,4165.256352076695,teen_young,recent,no_claims,0,2.625,0.0,0,0,teen_young_Minor,Sedan_Regular,3,0,441.0,147.0,0.0,49.0,0.0,0.0,2.0794415416798357,0.0,3.091042453358316,2.6457513110645907,4.58257569495584,0.125,0.045454545454545456
622,47,0,Sedan,Regular,0,Moderate,Urban,4597.1338427921455,mature,brand_new,no_claims,0,47.0,0.0,0,0,mature_Moderate,Sedan_Regular,0,0,2209.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.871201010907891,0.0,6.855654600401044,1.0,0.020833333333333332
500,19,6,SUV,Regular,0,Moderate,Rural,5524.530225042244,teen_young,recent,no_claims,0,2.7142857142857144,0.0,0,0,teen_young_Moderate,SUV_Regular,3,0,361.0,114.0,0.0,36.0,0.0,0.0,1.9459101490553132,0.0,2.995732273553991,2.449489742783178,4.358898943540674,0.14285714285714285,0.05
371,40,4,SUV,High-end,1,Minor,Rural,2804.6575258591856,mature,recent,no_claims,0,8.0,0.043478260869565216,1,0,mature_Minor,SUV_High-end,0,0,1600.0,160.0,40.0,16.0,4.0,1.0,1.6094379124341003,0.6931471805599453,3.713572066704308,2.0,6.324555320336759,0.2,0.024390243902439025
199,40,5,Truck,Regular,0,Minor,Suburban,5931.103219163002,mature,recent,no_claims,0,6.666666666666667,0.0,0,0,mature_Minor,Truck_Regular,0,0,1600.0,200.0,0.0,25.0,0.0,0.0,1.791759469228055,0.0,3.713572066704308,2.23606797749979,6.324555320336759,0.16666666666666666,0.024390243902439025
688,34,5,Sedan,Regular,0,Minor,Suburban,3317.651532648025,young_adult,recent,no_claims,0,5.666666666666667,0.0,0,0,young_adult_Minor,Sedan_Regular,0,0,1156.0,170.0,0.0,25.0,0.0,0.0,1.791759469228055,0.0,3.5553480614894135,2.23606797749979,5.830951894845301,0.16666666666666666,0.02857142857142857
585,42,6,Truck,Regular,1,Minor,Urban,2873.651952892643,mature,recent,no_claims,0,6.0,0.04,0,0,mature_Minor,Truck_Regular,0,0,1764.0,252.0,42.0,36.0,6.0,1.0,1.9459101490553132,0.6931471805599453,3.7612001156935624,2.449489742783178,6.48074069840786,0.14285714285714285,0.023255813953488372
902,34,3,SUV,High-end,1,Minor,Suburban,4515.855056099948,young_adult,brand_new,no_claims,0,8.5,0.058823529411764705,1,0,young_adult_Minor,SUV_High-end,0,0,1156.0,102.0,34.0,9.0,3.0,1.0,1.3862943611198906,0.6931471805599453,3.5553480614894135,1.7320508075688772,5.830951894845301,0.25,0.02857142857142857
60,54,3,Sports,High-end,1,Minor,Rural,6211.293017451722,experienced,brand_new,no_claims,0,13.5,0.02702702702702703,1,0,experienced_Minor,Sports_High-end,0,0,2916.0,162.0,54.0,9.0,3.0,1.0,1.3862943611198906,0.6931471805599453,4.007333185232471,1.7320508075688772,7.3484692283495345,0.25,0.01818181818181818
329,49,1,Truck,Regular,1,Minor,Urban,4346.66249015974,mature,brand_new,no_claims,0,24.5,0.03125,0,0,mature_Minor,Truck_Regular,0,0,2401.0,49.0,49.0,1.0,1.0,1.0,0.6931471805599453,0.6931471805599453,3.912023005428146,1.0,7.0,0.5,0.02
97,44,5,SUV,High-end,2,Minor,Suburban,5116.077040940712,mature,recent,few_claims,0,7.333333333333333,0.07407407407407407,1,0,mature_Minor,SUV_High-end,2,1,1936.0,220.0,88.0,25.0,10.0,4.0,1.791759469228055,1.0986122886681098,3.8066624897703196,2.23606797749979,6.6332495807108,0.16666666666666666,0.022222222222222223
313,52,9,Sports,Regular,0,Moderate,Rural,9237.412002820382,experienced,aging,no_claims,0,5.2,0.0,1,0,experienced_Moderate,Sports_Regular,0,0,2704.0,468.0,0.0,81.0,0.0,0.0,2.302585092994046,0.0,3.970291913552122,3.0,7.211102550927978,0.1,0.018867924528301886
975,33,4,SUV,Regular,1,Minor,Urban,3892.386486121546,young_adult,recent,no_claims,0,6.6,0.0625,0,0,young_adult_Minor,SUV_Regular,0,0,1089.0,132.0,33.0,16.0,4.0,1.0,1.6094379124341003,0.6931471805599453,3.5263605246161616,2.0,5.744562646538029,0.2,0.029411764705882353
300,49,5,Sports,High-end,0,Minor,Suburban,4543.427942437669,mature,recent,no_claims,0,8.166666666666666,0.0,1,0,mature_Minor,Sports_High-end,0,0,2401.0,245.0,0.0,25.0,0.0,0.0,1.791759469228055,0.0,3.912023005428146,2.23606797749979,7.0,0.16666666666666666,0.02
278,30,6,SUV,Regular,1,Minor,Suburban,4415.886530576658,young_adult,recent,no_claims,0,4.285714285714286,0.07692307692307693,0,0,young_adult_Minor,SUV_Regular,0,0,900.0,180.0,30.0,36.0,6.0,1.0,1.9459101490553132,0.6931471805599453,3.4339872044851463,2.449489742783178,5.477225575051661,0.14285714285714285,0.03225806451612903
925,57,11,Sedan,High-end,0,Severe,Suburban,22631.83955131637,experienced,aging,no_claims,0,4.75,0.0,1,0,experienced_Severe,Sedan_High-end,1,0,3249.0,627.0,0.0,121.0,0.0,0.0,2.4849066497880004,0.0,4.060443010546419,3.3166247903554,7.54983443527075,0.08333333333333333,0.017241379310344827
602,26,9,Sedan,Regular,0,Severe,Rural,12420.298374508964,young_adult,aging,no_claims,0,2.6,0.0,0,0,young_adult_Severe,Sedan_Regular,0,0,676.0,234.0,0.0,81.0,0.0,0.0,2.302585092994046,0.0,3.295836866004329,3.0,5.0990195135927845,0.1,0.037037037037037035
440,39,7,Truck,High-end,0,Severe,Urban,32864.428426687584,mature,recent,no_claims,0,4.875,0.0,1,0,mature_Severe,Truck_High-end,0,0,1521.0,273.0,0.0,49.0,0.0,0.0,2.0794415416798357,0.0,3.6888794541139363,2.6457513110645907,6.244997998398398,0.125,0.025
838,25,5,Truck,Regular,0,Moderate,Rural,7183.524702388588,teen_young,recent,no_claims,0,4.166666666666667,0.0,0,0,teen_young_Moderate,Truck_Regular,0,0,625.0,125.0,0.0,25.0,0.0,0.0,1.791759469228055,0.0,3.258096538021482,2.23606797749979,5.0,0.16666666666666666,0.038461538461538464
571,40,7,Sedan,Regular,1,Minor,Suburban,4777.876272259603,mature,recent,no_claims,0,5.0,0.043478260869565216,0,0,mature_Minor,Sedan_Regular,0,0,1600.0,280.0,40.0,49.0,7.0,1.0,2.0794415416798357,0.6931471805599453,3.713572066704308,2.6457513110645907,6.324555320336759,0.125,0.024390243902439025
880,57,2,Sedan,Regular,0,Moderate,Suburban,3393.1108853739192,experienced,brand_new,no_claims,0,19.0,0.0,0,0,experienced_Moderate,Sedan_Regular,0,0,3249.0,114.0,0.0,4.0,0.0,0.0,1.0986122886681098,0.0,4.060443010546419,1.4142135623730951,7.54983443527075,0.3333333333333333,0.017241379310344827
262,39,5,SUV,Regular,1,Minor,Urban,4800.544306835011,mature,recent,no_claims,0,6.5,0.045454545454545456,0,0,mature_Minor,SUV_Regular,0,0,1521.0,195.0,39.0,25.0,5.0,1.0,1.791759469228055,0.6931471805599453,3.6888794541139363,2.23606797749979,6.244997998398398,0.16666666666666666,0.025
579,18,2,Truck,High-end,0,Minor,Urban,6316.912134963782,teen_young,brand_new,no_claims,0,6.0,0.0,1,0,teen_young_Minor,Truck_High-end,3,0,324.0,36.0,0.0,4.0,0.0,0.0,1.0986122886681098,0.0,2.9444389791664403,1.4142135623730951,4.242640687119285,0.3333333333333333,0.05263157894736842
24,18,11,SUV,Regular,0,Minor,Urban,6740.580267978341,teen_young,aging,no_claims,0,1.5,0.0,0,0,teen_young_Minor,SUV_Regular,4,0,324.0,198.0,0.0,121.0,0.0,0.0,2.4849066497880004,0.0,2.9444389791664403,3.3166247903554,4.242640687119285,0.08333333333333333,0.05263157894736842
31,30,4,SUV,High-end,0,Severe,Suburban,22968.0793504886,young_adult,recent,no_claims,0,6.0,0.0,1,0,young_adult_Severe,SUV_High-end,0,0,900.0,120.0,0.0,16.0,0.0,0.0,1.6094379124341003,0.0,3.4339872044851463,2.0,5.477225575051661,0.2,0.03225806451612903
618,50,2,Sedan,Regular,0,Moderate,Urban,7756.8337810369885,mature,brand_new,no_claims,0,16.666666666666668,0.0,0,0,mature_Moderate,Sedan_Regular,0,0,2500.0,100.0,0.0,4.0,0.0,0.0,1.0986122886681098,0.0,3.9318256327243257,1.4142135623730951,7.0710678118654755,0.3333333333333333,0.0196078431372549
11,33,8,Sedan,High-end,2,Moderate,Rural,10572.88397185187,young_adult,aging,few_claims,0,3.6666666666666665,0.125,1,0,young_adult_Moderate,Sedan_High-end,2,1,1089.0,264.0,66.0,64.0,16.0,4.0,2.1972245773362196,1.0986122886681098,3.5263605246161616,2.8284271247461903,5.744562646538029,0.1111111111111111,0.029411764705882353
222,18,5,Sedan,Regular,0,Severe,Rural,11448.48545419644,teen_young,recent,no_claims,0,3.0,0.0,0,0,teen_young_Severe,Sedan_Regular,3,0,324.0,90.0,0.0,25.0,0.0,0.0,1.791759469228055,0.0,2.9444389791664403,2.23606797749979,4.242640687119285,0.16666666666666666,0.05263157894736842
821,32,4,Sedan,Regular,0,Moderate,Suburban,4058.4321993797785,young_adult,recent,no_claims,0,6.4,0.0,0,0,young_adult_Moderate,Sedan_Regular,0,0,1024.0,128.0,0.0,16.0,0.0,0.0,1.6094379124341003,0.0,3.4965075614664802,2.0,5.656854249492381,0.2,0.030303030303030304
297,53,7,SUV,Regular,0,Severe,Rural,13251.202755138032,experienced,recent,no_claims,0,6.625,0.0,0,0,experienced_Severe,SUV_Regular,0,0,2809.0,371.0,0.0,49.0,0.0,0.0,2.0794415416798357,0.0,3.9889840465642745,2.6457513110645907,7.280109889280518,0.125,0.018518518518518517
55,55,3,Sedan,Regular,0,Moderate,Rural,5034.941038367899,experienced,brand_new,no_claims,0,13.75,0.0,0,0,experienced_Moderate,Sedan_Regular,0,0,3025.0,165.0,0.0,9.0,0.0,0.0,1.3862943611198906,0.0,4.02535169073515,1.7320508075688772,7.416198487095663,0.25,0.017857142857142856
543,47,9,Sedan,Regular,0,Minor,Urban,5387.18140564905,mature,aging,no_claims,0,4.7,0.0,0,0,mature_Minor,Sedan_Regular,0,0,2209.0,423.0,0.0,81.0,0.0,0.0,2.302585092994046,0.0,3.871201010907891,3.0,6.855654600401044,0.1,0.020833333333333332
210,80,10,Sedan,High-end,0,Minor,Urban,7433.324511516092,senior,aging,no_claims,0,7.2727272727272725,0.0,1,0,senior_Minor,Sedan_High-end,0,0,6400.0,800.0,0.0,100.0,0.0,0.0,2.3978952727983707,0.0,4.394449154672439,3.1622776601683795,8.94427190999916,0.09090909090909091,0.012345679012345678
605,46,3,Truck,Regular,2,Minor,Urban,4865.385801239892,mature,brand_new,few_claims,0,11.5,0.06896551724137931,0,0,mature_Minor,Truck_Regular,2,1,2116.0,138.0,92.0,9.0,6.0,4.0,1.3862943611198906,1.0986122886681098,3.8501476017100584,1.7320508075688772,6.782329983125268,0.25,0.02127659574468085
693,23,7,Sports,Regular,0,Moderate,Urban,13738.53368341177,teen_young,recent,no_claims,0,2.875,0.0,1,1,teen_young_Moderate,Sports_Regular,3,0,529.0,161.0,0.0,49.0,0.0,0.0,2.0794415416798357,0.0,3.1780538303479458,2.6457513110645907,4.795831523312719,0.125,0.041666666666666664
663,39,0,Sedan,High-end,0,Minor,Urban,3995.7019841873766,mature,brand_new,no_claims,0,39.0,0.0,1,0,mature_Minor,Sedan_High-end,0,0,1521.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6888794541139363,0.0,6.244997998398398,1.0,0.025
867,44,8,Truck,Regular,0,Minor,Urban,4511.047172231321,mature,aging,no_claims,0,4.888888888888889,0.0,0,0,mature_Minor,Truck_Regular,0,0,1936.0,352.0,0.0,64.0,0.0,0.0,2.1972245773362196,0.0,3.8066624897703196,2.8284271247461903,6.6332495807108,0.1111111111111111,0.022222222222222223
71,45,4,SUV,High-end,0,Minor,Urban,6265.849689288812,mature,recent,no_claims,0,9.0,0.0,1,0,mature_Minor,SUV_High-end,0,0,2025.0,180.0,0.0,16.0,0.0,0.0,1.6094379124341003,0.0,3.828641396489095,2.0,6.708203932499369,0.2,0.021739130434782608
544,61,3,Truck,High-end,0,Moderate,Suburban,10302.013296468478,experienced,brand_new,no_claims,0,15.25,0.0,1,0,experienced_Moderate,Truck_High-end,0,0,3721.0,183.0,0.0,9.0,0.0,0.0,1.3862943611198906,0.0,4.127134385045092,1.7320508075688772,7.810249675906654,0.25,0.016129032258064516
108,42,1,Sedan,Regular,0,Minor,Suburban,3843.4802148716863,mature,brand_new,no_claims,0,21.0,0.0,0,0,mature_Minor,Sedan_Regular,0,0,1764.0,42.0,0.0,1.0,0.0,0.0,0.6931471805599453,0.0,3.7612001156935624,1.0,6.48074069840786,0.5,0.023255813953488372
494,27,5,SUV,Regular,1,Moderate,Rural,8100.843030280379,young_adult,recent,no_claims,0,4.5,0.1,0,0,young_adult_Moderate,SUV_Regular,0,0,729.0,135.0,27.0,25.0,5.0,1.0,1.791759469228055,0.6931471805599453,3.332204510175204,2.23606797749979,5.196152422706632,0.16666666666666666,0.03571428571428571
591,41,1,Sedan,High-end,1,Severe,Suburban,18444.68777855338,mature,brand_new,no_claims,0,20.5,0.041666666666666664,1,0,mature_Severe,Sedan_High-end,0,0,1681.0,41.0,41.0,1.0,1.0,1.0,0.6931471805599453,0.6931471805599453,3.7376696182833684,1.0,6.4031242374328485,0.5,0.023809523809523808
742,20,4,SUV,Regular,0,Severe,Urban,19784.93670293152,teen_young,recent,no_claims,0,4.0,0.0,0,0,teen_young_Severe,SUV_Regular,3,0,400.0,80.0,0.0,16.0,0.0,0.0,1.6094379124341003,0.0,3.044522437723423,2.0,4.47213595499958,0.2,0.047619047619047616
293,31,4,Truck,Regular,4,Minor,Suburban,4033.981882879548,young_adult,recent,frequent,0,6.2,0.2857142857142857,0,0,young_adult_Minor,Truck_Regular,2,1,961.0,124.0,124.0,16.0,16.0,16.0,1.6094379124341003,1.6094379124341003,3.4657359027997265,2.0,5.5677643628300215,0.2,0.03125
290,30,0,Sedan,Regular,1,Severe,Urban,15079.87454942101,young_adult,brand_new,no_claims,0,30.0,0.07692307692307693,0,0,young_adult_Severe,Sedan_Regular,0,0,900.0,0.0,30.0,0.0,0.0,1.0,0.0,0.6931471805599453,3.4339872044851463,0.0,5.477225575051661,1.0,0.03225806451612903
653,35,5,Truck,Regular,0,Minor,Urban,6306.1521177617415,young_adult,recent,no_claims,0,5.833333333333333,0.0,0,0,young_adult_Minor,Truck_Regular,0,0,1225.0,175.0,0.0,25.0,0.0,0.0,1.791759469228055,0.0,3.58351893845611,2.23606797749979,5.916079783099616,0.16666666666666666,0.027777777777777776
40,42,8,Sports,High-end,0,Severe,Urban,35646.26942620854,mature,aging,no_claims,0,4.666666666666667,0.0,1,1,mature_Severe,Sports_High-end,0,0,1764.0,336.0,0.0,64.0,0.0,0.0,2.1972245773362196,0.0,3.7612001156935624,2.8284271247461903,6.48074069840786,0.1111111111111111,0.023255813953488372
590,27,5,Sports,High-end,0,Minor,Rural,6432.046416606688,young_adult,recent,no_claims,1,4.5,0.0,1,0,young_adult_Minor,Sports_High-end,0,0,729.0,135.0,0.0,25.0,0.0,0.0,1.791759469228055,0.0,3.332204510175204,2.23606797749979,5.196152422706632,0.16666666666666666,0.03571428571428571
308,31,4,Truck,High-end,0,Minor,Suburban,4910.758459317993,young_adult,recent,no_claims,0,6.2,0.0,1,0,young_adult_Minor,Truck_High-end,0,0,961.0,124.0,0.0,16.0,0.0,0.0,1.6094379124341003,0.0,3.4657359027997265,2.0,5.5677643628300215,0.2,0.03125
680,59,3,Sports,High-end,0,Minor,Urban,9959.146054978954,experienced,brand_new,no_claims,0,14.75,0.0,1,1,experienced_Minor,Sports_High-end,0,0,3481.0,177.0,0.0,9.0,0.0,0.0,1.3862943611198906,0.0,4.0943445622221,1.7320508075688772,7.681145747868608,0.25,0.016666666666666666
67,38,1,Sedan,High-end,1,Severe,Urban,19675.91864176691,mature,brand_new,no_claims,0,19.0,0.047619047619047616,1,0,mature_Severe,Sedan_High-end,0,0,1444.0,38.0,38.0,1.0,1.0,1.0,0.6931471805599453,0.6931471805599453,3.6635616461296463,1.0,6.164414002968976,0.5,0.02564102564102564
276,46,5,Sedan,Regular,0,Severe,Urban,14340.251358746034,mature,recent,no_claims,0,7.666666666666667,0.0,0,0,mature_Severe,Sedan_Regular,0,0,2116.0,230.0,0.0,25.0,0.0,0.0,1.791759469228055,0.0,3.8501476017100584,2.23606797749979,6.782329983125268,0.16666666666666666,0.02127659574468085
68,55,8,Sports,Regular,0,Moderate,Suburban,9869.06916626221,experienced,aging,no_claims,0,6.111111111111111,0.0,1,0,experienced_Moderate,Sports_Regular,0,0,3025.0,440.0,0.0,64.0,0.0,0.0,2.1972245773362196,0.0,4.02535169073515,2.8284271247461903,7.416198487095663,0.1111111111111111,0.017857142857142856
